Specimen ID,Insitution or collector,Date DNA Extracted,Species,Museum Label,Caste,Species Determination By,Collection Month,Collection Day,Collection Year,Latitude,Longitude,Country,Place Name,No. of ITS PCR,Proportion positive for Nosema
NIP01052,LoganUSDABeeLab,3/19/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01053,LoganUSDABeeLab,3/19/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",3,0.00
NIP01054,LoganUSDABeeLab,3/19/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01055,LoganUSDABeeLab,3/19/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",1,0.00
NIP01056,LoganUSDABeeLab,3/19/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",1,0.00
NIP01058,LoganUSDABeeLab,3/19/2012,occidentalis,"Pine Creek, S of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9062:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",1,0.00
NIP01059,LoganUSDABeeLab,3/19/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",1,0.00
NIP01061,LoganUSDABeeLab,3/19/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",1,0.00
NIP01062,LoganUSDABeeLab,3/29/2012,occidentalis,"CNF, Inner Basin Trail, Raspberry Spring::: USA; Arizona; Coconino; 2860-:::::::",F,Griswold T.L.,,4,2004,35.34,-111.64,USA,"CNF, Inner Basin Trail, Raspberry Spring, Coconino AZ",1,0.00
NIP01063,LoganUSDABeeLab,3/29/2012,occidentalis,"CNF, Inner Basin Trail, Raspberry Spring::: USA; Arizona; Coconino; 2860-:::::::",F,Griswold T.L.,,4,2004,35.34,-111.64,USA,"CNF, Inner Basin Trail, Raspberry Spring, Coconino AZ",1,0.00
NIP01064,LoganUSDABeeLab,3/29/2012,occidentalis,"CNF, Inner Basin Trail , SFP::: USA; Arizona; Coconino; 2900-:::::::::NOTES:",F,Griswold T.L.,,26,2004,35.34,-111.64,USA,"CNF, Inner Basin Trail, Raspberry Spring, Coconino AZ",7,1.00
NIP01065,LoganUSDABeeLab,3/29/2012,occidentalis,"CNF, Inner Basin Trail , SFP::: USA; Arizona; Coconino; 3100-:::::::::NOTES:",F,Griswold T.L.,,7,2004,35.34,-111.64,USA,"CNF, Inner Basin Trail, Raspberry Spring, Coconino AZ",1,0.00
NIP01066,LoganUSDABeeLab,3/29/2012,occidentalis,"Grand Canyon National Park, Kanabownits Meadow::: USA; Arizona; Coconino; 2425-:",F,Griswold T.L.,,21,2001,36.05,-112.14,USA,"Grand Canyons National Park, Kanabownits Meadow, Coconino AZ",1,0.00
NIP01067,LoganUSDABeeLab,3/29/2012,occidentalis,"CNF, SF Peaks::: USA; Arizona; Coconino; 2925-:::::::::NOTES:",Q,Griswold T.L.,,25,2002,35.32,-111.68,USA,"CNF, SF Peaks, Coconino AZ",1,0.00
NIP01068,LoganUSDABeeLab,3/29/2012,occidentalis,"Boulder Mountain, Roundup Flat::: USA; Utah; Garfield; 9400-::::::38.0886:::NOTE",F,Griswold T.L.,,29,2000,38.033333,-111.316667,USA,"Boulder Mtn. Roundtop Flat, Garfield UT",1,0.00
NIP01069,LoganUSDABeeLab,3/29/2012,occidentalis,"Boulder Mountain, Roundup Flat::: USA; Utah; Garfield; 9400-::::::38.0886:::NOTE",F,Griswold T.L.,,29,2000,38.033333,-111.316667,USA,"Boulder Mtn. Roundtop Flat, Garfield UT",3,0.00
NIP01070,LoganUSDABeeLab,3/29/2012,occidentalis,"Boulder Mountain, Roundup Flat::: USA; Utah; Garfield; 9400-::::::38.0886:::NOTE",F,Griswold T.L.,,29,2000,38.033333,-111.316667,USA,"Boulder Mtn. Roundtop Flat, Garfield UT",3,0.00
NIP01071,LoganUSDABeeLab,3/29/2012,occidentalis,"Boulder Mountain, Roundup Flat::: USA; Utah; Garfield; 9400-::::::38.0886:::NOTE",F,Griswold T.L.,,29,2000,38.033333,-111.316667,USA,"Boulder Mtn. Roundtop Flat, Garfield UT",6,1.00
NIP01072,LoganUSDABeeLab,3/29/2012,occidentalis,"Boulder Mountain, Deer Creek Jct. 1::: USA; Utah; Garfield; -::::::36.0167:::NOT",F,Griswold T.L.,,29,2000,36.016667,-111.383333,USA,"Boulder Mtn. Deer Creek jct., Garfield UT",3,0.00
NIP01073,LoganUSDABeeLab,3/29/2012,occidentalis,"Boulder Mountain, Deer Creek Jct. 1::: USA; Utah; Garfield; -::::::36.0167:::NOT",F,Griswold T.L.,,29,2000,36.016667,-111.383333,USA,"Boulder Mtn. Deer Creek jct., Garfield UT",6,1.00
NIP01074,LoganUSDABeeLab,3/29/2012,occidentalis,"Boulder Mountain, Deer Creek Jct.::: USA; Utah; Garfield; -::::::38.01:::NOTES:(",F,Griswold T.L.,,29,2000,38.033333,-111.316667,USA,"Boulder Mtn. Deer Creek jct., Garfield UT",3,0.00
NIP01075,LoganUSDABeeLab,3/29/2012,occidentalis,"High Park, above Meadowlark Lake::: USA; Wyoming; Washakie; -::::::44.296:::NOTE",F,Koch J.B.,,25,1998,44.15,-107.216667,USA,"High Park, above Meadowlark Lake, Washakie WY",3,0.00
NIP01076,LoganUSDABeeLab,3/29/2012,occidentalis,"High Park, above Meadowlark Lake::: USA; Wyoming; Washakie; -::::::44.296:::NOTE",F,Koch J.B.,,25,1998,44.15,-107.216667,USA,"High Park, above Meadowlark Lake, Washakie WY",3,0.00
NIP01077,LoganUSDABeeLab,3/29/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",6,1.00
NIP01078,LoganUSDABeeLab,3/29/2012,occidentalis,"High Park, above Meadowlark Lake::: USA; Wyoming; Washakie; -::::::44.296:::NOTE",F,,,25,1998,44.15,-107.216667,USA,"High Park, above Meadowlark Lake, Washakie WY",3,0.00
NIP01079,LoganUSDABeeLab,3/29/2012,occidentalis,"High Park, above Meadowlark Lake::: USA; Wyoming; Washakie; -::::::44.296:::NOTE",F,Koch J.B.,,25,1998,44.15,-107.216667,USA,"High Park, above Meadowlark Lake, Washakie WY",3,0.00
NIP01080,LoganUSDABeeLab,3/29/2012,occidentalis,,F,Koch J.B.,,25,1998,44.15,-107.216667,USA,,3,0.00
NIP01081,LoganUSDABeeLab,3/29/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",M,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",3,0.00
NIP01082,LoganUSDABeeLab,3/29/2012,occidentalis,"Cougar Knoll, 1.33 mi NW::: USA; Utah; Kane; 2268-:::22A98:::37.32292:::NOTES:",F,Griswold T.L.,,15,2000,37.31,-111.13,USA,"Cougar Knoll, 1.33mi NW, Kane UT",3,0.00
NIP01083,LoganUSDABeeLab,3/29/2012,occidentalis,"Pool Hollow, nr.::: USA; Utah; Kane; -::::::37.276:::NOTES:",F,,,5,2002,37.27,-111.11,USA,"Pool Hollow, Kane UT",3,1.00
NIP01084,LoganUSDABeeLab,3/29/2012,occidentalis,"Lower Bown's Res., 2.4 mi W::: USA; Utah; Garfield; -::::::38.099:::NOTES:",F,,,20,2002,38.1,-111.27,USA,"Lower Bown's Res., 2.4mi W, Garfield UT",6,1.00
NIP01085,LoganUSDABeeLab,3/29/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",M,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01086,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",M,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01087,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",M,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01088,LoganUSDABeeLab,4/5/2012,occidentalis,"Boy Scout Spr., Navajo Lake::: USA; Utah; Kane; -::::::37.5308:::NOTES:",F,,,20,2002,37.52,-112.77,USA,"Boy Scout Spr., Navajo Lake, Kane UT",6,1.00
NIP01089,LoganUSDABeeLab,4/5/2012,occidentalis,"Henry Mountains, Pearl Flat, 0.95 mi ENE::: USA; Utah; Garfield; -::::::38.0858:",M,Griswold T.L.,,8,2001,38.1,-110.79,USA,"Henry Mountains, Pearl Flat, 0.95mi ENE, Garfield UT",3,0.00
NIP01090,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",9,1.00
NIP01091,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",9,1.00
NIP01092,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",9,1.00
NIP01093,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",9,1.00
NIP01094,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",9,1.00
NIP01095,LoganUSDABeeLab,4/5/2012,occidentalis,"Henry Mountains, Copper Basin Spring::: USA; Utah; Garfield; -::::::38.055:::NOT",F,Griswold T.L.,,8,2001,38.07,-110.85,USA,"Henry Mountains, Copper Basin Spr., Garfield UT",3,0.00
NIP01096,LoganUSDABeeLab,4/5/2012,occidentalis,"Henry Mountains, Pearl Flat::: USA; Utah; Garfield; 3134-:::BB708-101:::38.0883:",M,,,8,2001,38.1,-110.79,USA,"Henry Mountains, Pearl Flats, Garfield UT",3,0.00
NIP01097,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01098,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, S of jct. Deep Creek::: USA; Utah; Garfield; 6400-7000::::::38.0619:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, S of jct Deep Creek, Garfield UT",6,1.00
NIP01099,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01100,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, S of jct. Deep Creek::: USA; Utah; Garfield; 6400-7000::::::38.0619:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, S of jct Deep Creek, Garfield UT",3,0.00
NIP01101,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek Rd., 1.5 mi SE Posey Lake::: USA; Utah; Garfield; -::::::37.9196:::NO",F,Griswold T.L.,,27,2001,37.92,-111.67,USA,"Pine Creek Rd., 1.5mi SE Posey Lake, Garfield UT",3,0.00
NIP01102,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek Rd., 1.5 mi SE Posey Lake::: USA; Utah; Garfield; -::::::37.9196:::NO",F,Griswold T.L.,,27,2001,37.92,-111.67,USA,"Pine Creek Rd., 1.5mi SE Posey Lake, Garfield UT",6,1.00
NIP01103,LoganUSDABeeLab,4/5/2012,occidentalis,Calf Creek::: USA; Utah; Garfield; -::::::37.7645:::NOTES:,F,Griswold T.L.,,26,2001,37.81,-111.43,USA,"Calf Creek, Garfield UT",3,0.00
NIP01104,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01105,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",6,1.00
NIP01106,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",6,1.00
NIP01107,LoganUSDABeeLab,4/5/2012,occidentalis,"Pine Creek, N of jct. Deep Creek::: USA; Utah; Garfield; 7000-7800::::::37.9453:",F,Griswold T.L.,,27,2001,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",6,1.00
NIP01108,LoganUSDABeeLab,4/5/2012,occidentalis,The Gap Spr.::: USA; Utah; Garfield; -::::::37.9563:::NOTES:,F,Griswold T.L.,,27,2001,37.96,-111.71,USA,The Gap Spr. Garfield UT,3,0.00
NIP01109,LoganUSDABeeLab,4/5/2012,occidentalis,"Bear Mountain, SE Slope::: USA; Wyoming; Carbon; 6800-::::::42.2333:::NOTES:",F,Griswold T.L.,,23,2005,42.233333,-107.066667,USA,"Bear Mtn., SE slope, Carbon WY",3,0.00
NIP01110,LoganUSDABeeLab,4/5/2012,occidentalis,"Posey Lake, 2.5 mi SSW::: USA; Utah; Garfield; -::::::37.8388:::NOTES:",F,Messinger S.,,19,2000,37.93,-111.69,USA,"Posey Lake, 2.5mi SSW, Garfield UT",3,0.00
NIP01111,LoganUSDABeeLab,4/5/2012,occidentalis,"Clear Creek, Middle Fork::: USA; Wyoming; Johnson; -::::::44.296:::NOTES:LI: ""Mi",F,,,22,1998,44.283333,-106.966667,USA,"Clear Creek, Middle Fork, Johnson WY",3,0.00
NIP01112,LoganUSDABeeLab,4/5/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",3,0.00
NIP01113,LoganUSDABeeLab,4/5/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",3,0.00
NIP01114,LoganUSDABeeLab,4/5/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",3,0.00
NIP01115,LoganUSDABeeLab,4/5/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",3,0.00
NIP01116,LoganUSDABeeLab,4/5/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",3,0.00
NIP01117,LoganUSDABeeLab,4/9/2012,occidentalis,"Tropic Reservoir, 1.14 mi S::: USA; Utah; Garfield; -::::::37.5762:::NOTES:",F,Messinger S.,,20,2000,37.6,-112.25,USA,"Tropic Reservoir, 1.14mi S, Garfield UT",6,0.00
NIP01118,LoganUSDABeeLab,4/9/2012,occidentalis,"East Fork Sevier Rvr, jct Johnson Hollow::: USA; Utah; Garfield; -::::::37.644::",F,Messinger S.,,20,2000,38.09,-112.08,USA,"East Fork Servier Rvr, jct Johnson Hollow, Garfield UT",9,0.00
NIP01119,LoganUSDABeeLab,4/9/2012,occidentalis,"East Fork Sevier Rvr, jct Johnson Hollow::: USA; Utah; Garfield; -::::::37.644::",F,Messinger S.,,20,2000,38.09,-112.08,USA,"East Fork Servier Rvr, jct Johnson Hollow, Garfield UT",9,0.00
NIP01120,LoganUSDABeeLab,4/9/2012,occidentalis,"East Fork Sevier Rvr, jct Johnson Hollow::: USA; Utah; Garfield; -::::::37.644::",F,Messinger S.,,20,2000,38.09,-112.08,USA,"East Fork Servier Rvr, jct Johnson Hollow, Garfield UT",6,0.00
NIP01121,LoganUSDABeeLab,4/9/2012,occidentalis,"East Fork Sevier Rvr, jct Johnson Hollow::: USA; Utah; Garfield; -::::::37.644::",F,Messinger S.,,20,2000,38.09,-112.08,USA,"East Fork Servier Rvr, jct Johnson Hollow, Garfield UT",3,1.00
NIP01122,LoganUSDABeeLab,4/9/2012,occidentalis,"East Fork Sevier Rvr, jct Johnson Hollow::: USA; Utah; Garfield; -::::::37.644::",F,Messinger S.,,20,2000,38.09,-112.08,USA,"East Fork Servier Rvr, jct Johnson Hollow, Garfield UT",3,0.00
NIP01123,LoganUSDABeeLab,4/9/2012,occidentalis,"Henry Mountains, Nasty Flat, 0.2 mi W::: USA; Utah; Garfield; -::::::38.1129:::N",F,Messinger S.,,18,2000,38.12,-110.81,USA,"Henry Mtns., Nasty Flat, 0.2mi W, Garfield UT",3,0.00
NIP01124,LoganUSDABeeLab,4/9/2012,occidentalis,"Henry Mountains, Nasty Flat, 0.2 mi W::: USA; Utah; Garfield; -::::::38.1129:::N",F,Messinger S.,,18,2000,38.12,-110.81,USA,"Henry Mtns., Nasty Flat, 0.2mi W, Garfield UT",3,0.00
NIP01125,LoganUSDABeeLab,4/9/2012,occidentalis,"Henry Mountains, Nasty Flat, 0.2 mi W::: USA; Utah; Garfield; -::::::38.1129:::N",F,Messinger S.,,18,2000,38.12,-110.81,USA,"Henry Mtns., Nasty Flat, 0.2mi W, Garfield UT",3,0.00
NIP01126,LoganUSDABeeLab,4/9/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01127,LoganUSDABeeLab,4/9/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",9,0.00
NIP01128,LoganUSDABeeLab,4/9/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01129,LoganUSDABeeLab,4/9/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01130,LoganUSDABeeLab,4/9/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01131,LoganUSDABeeLab,4/9/2012,occidentalis,"Pine Creek, N of jct Deep Creek::: USA; Utah; Garfield; -::::::37.9297:::NOTES:",F,Messinger S.,,21,2000,37.82,-112.42,USA,"Pine Creek, N of jct Deep Creek, Garfield UT",3,0.00
NIP01132,LoganUSDABeeLab,4/16/2012,occidentalis,Posey Lake::: USA; Utah; Garfield; -::::::37.9383:::NOTES:,F,Messinger S.,,19,2000,37.93,-111.69,USA,"Posey Lake, Garfield UT",6,0.00
NIP01133,LoganUSDABeeLab,4/16/2012,occidentalis,Posey Lake::: USA; Utah; Garfield; -::::::37.9383:::NOTES:,F,Messinger S.,,19,2000,37.93,-111.69,USA,"Posey Lake, Garfield UT",6,0.00
NIP01134,LoganUSDABeeLab,4/16/2012,occidentalis,Posey Lake::: USA; Utah; Garfield; -::::::37.9383:::NOTES:,F,Messinger S.,,19,2000,37.93,-111.69,USA,"Posey Lake, Garfield UT",6,0.00
NIP01135,LoganUSDABeeLab,4/16/2012,occidentalis,Posey Lake::: USA; Utah; Garfield; -::::::37.9383:::NOTES:,F,Messinger S.,,19,2000,37.93,-111.69,USA,"Posey Lake, Garfield UT",6,0.00
NIP01136,LoganUSDABeeLab,4/19/2012,occidentalis,"Henry Mountains, Lonesome Beaver Campground::: USA; Utah; Garfield; 2620-::::::3",F,Griswold T.L.,,23,2001,38.1,-110.783333,USA,"Henry Mountains, Lonesome Beaver Campground, Garfield UT",9,1.00
NIP01137,LoganUSDABeeLab,4/19/2012,occidentalis,"Boulder Mountain, Roundup Flat::: USA; Utah; Garfield; 9400-::::::38.0368:::NOTE",F,Griswold T.L.,,29,2000,38.033333,-111.316667,USA,"Boulder Mountain, Roundtop flat, Garfield UT",9,1.00
NIP01138,LoganUSDABeeLab,4/19/2012,occidentalis,"Boulder Mountain, Roundup Flat::: USA; Utah; Garfield; 9400-::::::38.0368:::NOTE",F,Griswold T.L.,,29,2000,38.033333,-111.316667,USA,"Boulder Mountain, Roundtop flat, Garfield UT",3,0.00
NIP01139,LoganUSDABeeLab,4/19/2012,occidentalis,"Boulder Mountain, Deer Creek Jct. 1::: USA; Utah; Garfield; -::::::36.0167:::NOT",F,Griswold T.L.,,29,2000,36.016667,-111.383333,USA,"Boulder Mountain, Deer Creek Jct. 1, Garfield UT",6,1.00
NIP01140,LoganUSDABeeLab,4/19/2012,occidentalis,"Boulder Mountain, Deer Creek Jct. 1::: USA; Utah; Garfield; -::::::36.0167:::NOT",F,Griswold T.L.,,29,2000,36.016667,-111.383333,USA,"Boulder Mountain, Deer Creek Jct. 1, Garfield UT",3,0.00
NIP01141,LoganUSDABeeLab,4/19/2012,occidentalis,"Clear Creek, Middle Fork::: USA; Wyoming; Johnson; -::::::44.296:::NOTES:LI: ""Mi",F,none,,22,1998,44.283333,-106.966667,USA,"Clear Creek, Middle Fork, Johnson, WY",3,0.00
NIP01142,LoganUSDABeeLab,4/19/2012,occidentalis,"Clear Creek, Middle Fork::: USA; Wyoming; Johnson; -::::::44.296:::NOTES:LI: ""Mi",F,none,,22,1998,44.283333,-106.966667,USA,"Clear Creek, Middle Fork, Johnson, WY",3,0.00
NIP01143,LoganUSDABeeLab,4/19/2012,occidentalis,"CNF, SF Peaks, Agassiz Peak::: USA; Arizona; Coconino; 3621-:::::::::NOTES:",Q,Griswold T.L.,,30,2002,35.32,-111.68,USA,"SF Peaks, Agassiz Peak, Coconio, AZ",3,0.00
NIP01144,LoganUSDABeeLab,4/19/2012,occidentalis,"CNF, Dry Lake Meadow Trail::: USA; Arizona; Coconino; 2440-::::::35.2438:::NOTES",Q,Griswold T.L.,,19,2002,35.34,-111.63,USA,"Dry Lake Meadow Trail, Agassiz Peak, Coconio, AZ",3,0.00
NIP01145,LoganUSDABeeLab,4/19/2012,occidentalis,Cedar Mountain::: USA; Utah; Iron; -::::::37.6383:::NOTES:,F,Griswold T.L.,,0,1999,37.6,-113.02,USA,"Cedar Mountain, Iron, UT",3,0.00
NIP01146,LoganUSDABeeLab,4/19/2012,occidentalis,Diamond Fork Canyon::: USA; Utah; Utah; -:::::::::NOTES:,Q,Griswold T.L.,,6,1999,40.03,-111.4,USA,"Diamond Fork Canyon, Utah, UT",3,1.00
NIP01147,LoganUSDABeeLab,4/19/2012,occidentalis,"CNF, 1 km down from Snowbowl::: USA; Arizona; Coconino; 2715-:::::::::NOTES:",Q,Griswold T.L.,,13,2004,35.32,-111.68,USA,"Snowbowl, Agassiz Peak, Coconio, AZ",3,0.00
NIP01148,LoganUSDABeeLab,4/19/2012,occidentalis,"CNF, Inner Basin Trail, Raspberry Spring::: USA; Arizona; Coconino; 2860-:::::::",Q,Griswold T.L.,,4,2004,35.34,-111.64,USA,"Inner Basin Trail, Agassiz Peak, Coconio, AZ",3,0.00
NIP01149,LoganUSDABeeLab,4/19/2012,occidentalis,"CNF, Inner Basin Trail, SFP::: USA; Arizona; Coconino; 3050-:::::::::NOTES:",Q,Griswold T.L.,,7,2004,35.34,-111.64,USA,"Inner Basin Trail, Agassiz Peak, Coconio, AZ",3,0.00
NIP01150,LoganUSDABeeLab,4/19/2012,occidentalis,"CNF, Inner Basin Trail, SFP::: USA; Arizona; Coconino; 2865-:::::::::NOTES:",Q,Griswold T.L.,,4,2004,35.34,-111.64,USA,"Inner Basin Trail, Agassiz Peak, Coconio, AZ",3,0.00
NIP01151,LoganUSDABeeLab,4/19/2012,occidentalis,Green Canyon::: USA; Utah; Cache; -::::::41.7675:::NOTES:part way up,Q,Parker F.D.,,3,1998,41.78,-111.83,USA,"Green Canyon, Cache, UT",3,0.00
NIP01152,LoganUSDABeeLab,4/19/2012,occidentalis,Green Canyon::: USA; Utah; Cache; -::::::41.7675:::NOTES:part way up,Q,Parker F.D.,,8,1998,41.78,-111.83,USA,"Green Canyon, Cache, UT",3,0.00
NIP01153,LoganUSDABeeLab,4/19/2012,occidentalis,"Posey Lake, 0.5 mi SSE::: USA; Utah; Garfield; -::::::37.9313:::NOTES:",F,Messinger S.,,19,2000,37.93,-111.69,USA,"Posey Lake, Garfield UT",3,0.00
NIP01154,LoganUSDABeeLab,4/19/2012,occidentalis,"Posey Lake, 0.5 mi SSE::: USA; Utah; Garfield; -::::::37.9313:::NOTES:",F,Messinger S.,,19,2000,37.93,-111.69,USA,"Posey Lake, Garfield UT",3,0.00
